Géographie;Système de classification des industries de l'Amérique du Nord (SCIAN);Ajustements;Période de référence;Ventes totles du commerce de détil
Canada;Détaillants de cannabis  [459993] 16;Désaisonnalisées;févr-23;410 579
Canada;Détaillants de cannabis  [459993] 17;Désaisonnalisées;mars-23;426 155
Canada;Détaillants de cannabis  [459993] 18;Désaisonnalisées;avr-23;422 513
Canada;Détaillants de cannabis  [459993] 19;Désaisonnalisées;mai-23;428 580
Canada;Détaillants de cannabis  [459993] 20;Désaisonnalisées;juin-23;436 297
Canada;Détaillants de cannabis  [459993] 21;Désaisonnalisées;juil-23;438 409
Canada;Détaillants de cannabis  [459993] 22;Désaisonnalisées;août-23;443 054
Canada;Détaillants de cannabis  [459993] 23;Désaisonnalisées;sept-23;441 591
Canada;Détaillants de cannabis  [459993] 24;Désaisonnalisées;oct-23;442 004
Canada;Détaillants de cannabis  [459993] 25;Désaisonnalisées;nov-23;435 080
Canada;Détaillants de cannabis  [459993] 26;Désaisonnalisées;déc-23;430 892B
Canada;Détaillants de cannabis  [459993] 27;Désaisonnalisées;janv-24;439 387
Canada;Détaillants de cannabis  [459993] 28;Désaisonnalisées;févr-24;445 806
Canada;Détaillants de cannabis  [459993] 29;Désaisonnalisées;mars-24;433 550
Canada;Détaillants de cannabis  [459993] 30;Désaisonnalisées;avr-24;444 165B
Canada;Détaillants de cannabis  [459993] 31;Désaisonnalisées;mai-24;446 358
Canada;Détaillants de cannabis  [459993] 32;Désaisonnalisées;juin-24;448 039B
Canada;Détaillants de cannabis  [459993] 33;Désaisonnalisées;juil-24;454 569
Canada;Détaillants de cannabis  [459993] 34;Désaisonnalisées;août-24;462 401B
Canada;Détaillants de cannabis  [459993] 35;Désaisonnalisées;sept-24;440 353B
Canada;Détaillants de cannabis  [459993] 36;Désaisonnalisées;oct-24;450 353B
Canada;Détaillants de cannabis  [459993] 37;Désaisonnalisées;nov-24;460 530B
Canada;Détaillants de cannabis  [459993] 38;Désaisonnalisées;déc-24;468 772B
Canada;Détaillants de cannabis  [459993] 39;Désaisonnalisées;janv-25;452 741B
Canada;Détaillants de cannabis  [459993] 40;Désaisonnalisées;févr-25;450 648B
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;févr-22;889 274
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mars-22;927 780
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;avr-22;931 448
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mai-22;918 606
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juin-22;920 681
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juil-22;929 785
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;août-22;954 862
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;sept-22;950 197
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;oct-22;966 726
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;nov-22;948 094B
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;déc-22;959 054
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;janv-23;987 535
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;févr-23;951 633
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mars-23;934 802
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;avr-23;917 145
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mai-23;968 183
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juin-23;935 680
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juil-23;970 564
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;août-23;935 822
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;sept-23;944 788
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;oct-23;955 669
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;nov-23;960 274
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;déc-23;971 117
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;janv-24;959 888
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;févr-24;996 363
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mars-24;981 959
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;avr-24;1 002 482
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;mai-24;1 005 281B
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juin-24;1 017 740B
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;juil-24;1 027 694B
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;août-24;1 041 471
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;sept-24;1 045 214
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;oct-24;1 040 807
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;nov-24;1 048 813
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;déc-24;1 046 473
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;janv-25;1 085 475
Terre-Neuve-et-Labrador;Commerce de détail  [44-45];Désaisonnalisées;févr-25;1 097 654B
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;févr-22;269 489
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mars-22;267 713
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;avr-22;267 596
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mai-22;280 075
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juin-22;289 518
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juil-22;288 371
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;août-22;280 895B
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;sept-22;279 450
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;oct-22;296 842
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;nov-22;294 780B
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;déc-22;285 433
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;janv-23;292 202
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;févr-23;302 149
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mars-23;283 358
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;avr-23;278 026
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mai-23;291 221
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juin-23;299 368
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juil-23;294 353
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;août-23;293 599
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;sept-23;292 490
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;oct-23;293 447
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;nov-23;302 935
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;déc-23;283 625
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;janv-24;302 550
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;févr-24;297 790
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mars-24;301 893
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;avr-24;302 875
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;mai-24;293 077
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juin-24;287 836
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;juil-24;291 596
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;août-24;299 127
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;sept-24;301 662
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;oct-24;293 479
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;nov-24;286 913
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;déc-24;300 482
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;janv-25;305 465
Île-du-Prince-Édouard;Commerce de détail  [44-45];Désaisonnalisées;févr-25;305 729
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;févr-22;1 705 603
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mars-22;1 688 055
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;avr-22;1 674 121
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mai-22;1 719 334
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juin-22;1 738 642
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juil-22;1 776 803
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;août-22;1 719 137
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;sept-22;1 697 129
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;oct-22;1 774 145
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;nov-22;1 793 067
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;déc-22;1 751 588
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;janv-23;1 765 296
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;févr-23;1 769 132
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mars-23;1 722 557
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;avr-23;1 825 177
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mai-23;1 769 330
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juin-23;1 776 106
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juil-23;1 738 759
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;août-23;1 762 120
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;sept-23;1 785 495
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;oct-23;1 787 344
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;nov-23;1 772 553
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;déc-23;1 793 017
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;janv-24;1 824 661
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;févr-24;1 827 400
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mars-24;1 809 979
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;avr-24;1 805 520
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;mai-24;1 803 368
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juin-24;1 769 754
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;juil-24;1 794 966
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;août-24;1 812 653
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;sept-24;1 807 941
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;oct-24;1 844 270
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;nov-24;1 831 727
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;déc-24;1 874 135
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;janv-25;1 899 069
Nouvelle-Écosse;Commerce de détail  [44-45];Désaisonnalisées;févr-25;1 849 908
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;févr-22;1 340 333
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mars-22;1 364 685
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;avr-22;1 343 325
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mai-22;1 406 503
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juin-22;1 383 001
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juil-22;1 395 438
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;août-22;1 359 521
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;sept-22;1 391 842
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;oct-22;1 435 973
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;nov-22;1 389 204
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;déc-22;1 373 928
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;janv-23;1 371 659
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;févr-23;1 490 845
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mars-23;1 359 902
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;avr-23;1 392 624
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mai-23;1 403 935
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juin-23;1 451 572
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juil-23;1 466 704
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;août-23;1 443 688
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;sept-23;1 463 256
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;oct-23;1 475 782
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;nov-23;1 492 025
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;déc-23;1 473 454
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;janv-24;1 512 948
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;févr-24;1 472 680
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mars-24;1 473 831
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;avr-24;1 497 650
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;mai-24;1 463 805
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juin-24;1 464 869
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;juil-24;1 472 302
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;août-24;1 507 624
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;sept-24;1 495 851
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;oct-24;1 496 531
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;nov-24;1 449 382
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;déc-24;1 542 160
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;janv-25;1 558 700
Nouveau-Brunswick;Commerce de détail  [44-45];Désaisonnalisées;févr-25;1 558 386
Québec;Commerce de détail  [44-45];Désaisonnalisées;févr-22;14 020 456
Québec;Commerce de détail  [44-45];Désaisonnalisées;mars-22;13 914 202
Québec;Commerce de détail  [44-45];Désaisonnalisées;avr-22;13 895 066
Québec;Commerce de détail  [44-45];Désaisonnalisées;mai-22;14 484 143
Québec;Commerce de détail  [44-45];Désaisonnalisées;juin-22;14 378 023
Québec;Commerce de détail  [44-45];Désaisonnalisées;juil-22;14 190 497
Québec;Commerce de détail  [44-45];Désaisonnalisées;août-22;14 297 555
Québec;Commerce de détail  [44-45];Désaisonnalisées;sept-22;14 104 931
Québec;Commerce de détail  [44-45];Désaisonnalisées;oct-22;14 385 048
Québec;Commerce de détail  [44-45];Désaisonnalisées;nov-22;14 470 442
Québec;Commerce de détail  [44-45];Désaisonnalisées;déc-22;14 487 352
Québec;Commerce de détail  [44-45];Désaisonnalisées;janv-23;14 649 667
Québec;Commerce de détail  [44-45];Désaisonnalisées;févr-23;14 751 498
Québec;Commerce de détail  [44-45];Désaisonnalisées;mars-23;14 668 826
Québec;Commerce de détail  [44-45];Désaisonnalisées;avr-23;14 611 776
Québec;Commerce de détail  [44-45];Désaisonnalisées;mai-23;14 400 285
Québec;Commerce de détail  [44-45];Désaisonnalisées;juin-23;14 688 951
Québec;Commerce de détail  [44-45];Désaisonnalisées;juil-23;14 855 393
Québec;Commerce de détail  [44-45];Désaisonnalisées;août-23;14 797 177
Québec;Commerce de détail  [44-45];Désaisonnalisées;sept-23;14 947 024
Québec;Commerce de détail  [44-45];Désaisonnalisées;oct-23;14 989 091
Québec;Commerce de détail  [44-45];Désaisonnalisées;nov-23;14 947 378
Québec;Commerce de détail  [44-45];Désaisonnalisées;déc-23;14 773 279
Québec;Commerce de détail  [44-45];Désaisonnalisées;janv-24;14 778 250
Québec;Commerce de détail  [44-45];Désaisonnalisées;févr-24;14 802 352
Québec;Commerce de détail  [44-45];Désaisonnalisées;mars-24;14 786 877
Québec;Commerce de détail  [44-45];Désaisonnalisées;avr-24;15 009 915
Québec;Commerce de détail  [44-45];Désaisonnalisées;mai-24;14 812 545
Québec;Commerce de détail  [44-45];Désaisonnalisées;juin-24;14 784 594
Québec;Commerce de détail  [44-45];Désaisonnalisées;juil-24;15 035 641
Québec;Commerce de détail  [44-45];Désaisonnalisées;août-24;15 118 060
Québec;Commerce de détail  [44-45];Désaisonnalisées;sept-24;15 192 136
Québec;Commerce de détail  [44-45];Désaisonnalisées;oct-24;15 327 795
Québec;Commerce de détail  [44-45];Désaisonnalisées;nov-24;15 302 483
Québec;Commerce de détail  [44-45];Désaisonnalisées;déc-24;15 846 569
Québec;Commerce de détail  [44-45];Désaisonnalisées;janv-25;15 414 630
Québec;Commerce de détail  [44-45];Désaisonnalisées;févr-25;15 276 686
