Date_UTC,Date_Local,LocalDate,Home Team,Away Team,Home Score,Away Score,Result,Season,weight,Played
2025-10-25 22:00:00+00:00,2025-10-25 18:00:00-04:00,2025-10-25,Minnesota Wild,Utah Hockey Club,,,,2025-2026,2.0,False
2025-10-25 22:00:00+00:00,2025-10-25 18:00:00-04:00,2025-10-25,Florida Panthers,Vegas Golden Knights,,,,2025-2026,2.0,False
2025-10-25 23:00:00+00:00,2025-10-25 19:00:00-04:00,2025-10-25,Toronto Maple Leafs,Buffalo Sabres,,,,2025-2026,2.0,False
2025-10-25 23:00:00+00:00,2025-10-25 19:00:00-04:00,2025-10-25,Detroit Red Wings,St. Louis Blues,,,,2025-2026,2.0,False
2025-10-25 23:00:00+00:00,2025-10-25 19:00:00-04:00,2025-10-25,Pittsburgh Penguins,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-10-25 23:00:00+00:00,2025-10-25 19:00:00-04:00,2025-10-25,Washington Capitals,Ottawa Senators,,,,2025-2026,2.0,False
2025-10-25 23:00:00+00:00,2025-10-25 19:00:00-04:00,2025-10-25,Vancouver Canucks,Montréal Canadiens,,,,2025-2026,2.0,False
2025-10-26 00:00:00+00:00,2025-10-25 20:00:00-04:00,2025-10-25,Nashville Predators,Los Angeles Kings,,,,2025-2026,2.0,False
2025-10-26 00:00:00+00:00,2025-10-25 20:00:00-04:00,2025-10-25,Dallas Stars,Carolina Hurricanes,,,,2025-2026,2.0,False
2025-10-26 02:00:00+00:00,2025-10-25 22:00:00-04:00,2025-10-25,Seattle Kraken,Edmonton Oilers,,,,2025-2026,2.0,False
2025-10-26 17:00:00+00:00,2025-10-26 13:00:00-04:00,2025-10-26,New Jersey Devils,Colorado Avalanche,,,,2025-2026,2.0,False
2025-10-26 21:00:00+00:00,2025-10-26 17:00:00-04:00,2025-10-26,Tampa Bay Lightning,Vegas Golden Knights,,,,2025-2026,2.0,False
2025-10-26 22:00:00+00:00,2025-10-26 18:00:00-04:00,2025-10-26,Minnesota Wild,San Jose Sharks,,,,2025-2026,2.0,False
2025-10-26 22:00:00+00:00,2025-10-26 18:00:00-04:00,2025-10-26,Winnipeg Jets,Utah Hockey Club,,,,2025-2026,2.0,False
2025-10-26 23:00:00+00:00,2025-10-26 19:00:00-04:00,2025-10-26,Chicago Blackhawks,Los Angeles Kings,,,,2025-2026,2.0,False
2025-10-26 23:00:00+00:00,2025-10-26 19:00:00-04:00,2025-10-26,Nashville Predators,Dallas Stars,,,,2025-2026,2.0,False
2025-10-27 00:00:00+00:00,2025-10-26 20:00:00-04:00,2025-10-26,Calgary Flames,New York Rangers,,,,2025-2026,2.0,False
2025-10-27 02:00:00+00:00,2025-10-26 22:00:00-04:00,2025-10-26,Vancouver Canucks,Edmonton Oilers,,,,2025-2026,2.0,False
2025-10-27 23:00:00+00:00,2025-10-27 19:00:00-04:00,2025-10-27,Pittsburgh Penguins,St. Louis Blues,,,,2025-2026,2.0,False
2025-10-27 23:30:00+00:00,2025-10-27 19:30:00-04:00,2025-10-27,Ottawa Senators,Boston Bruins,,,,2025-2026,2.0,False
2025-10-28 22:00:00+00:00,2025-10-28 18:00:00-04:00,2025-10-28,Philadelphia Flyers,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-10-28 22:15:00+00:00,2025-10-28 18:15:00-04:00,2025-10-28,Toronto Maple Leafs,Calgary Flames,,,,2025-2026,2.0,False
2025-10-28 22:30:00+00:00,2025-10-28 18:30:00-04:00,2025-10-28,Carolina Hurricanes,Vegas Golden Knights,,,,2025-2026,2.0,False
2025-10-28 22:45:00+00:00,2025-10-28 18:45:00-04:00,2025-10-28,Buffalo Sabres,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-10-28 23:00:00+00:00,2025-10-28 19:00:00-04:00,2025-10-28,Florida Panthers,Anaheim Ducks,,,,2025-2026,2.0,False
2025-10-28 23:15:00+00:00,2025-10-28 19:15:00-04:00,2025-10-28,Boston Bruins,New York Islanders,,,,2025-2026,2.0,False
2025-10-28 23:45:00+00:00,2025-10-28 19:45:00-04:00,2025-10-28,Nashville Predators,Tampa Bay Lightning,,,,2025-2026,2.0,False
2025-10-29 00:00:00+00:00,2025-10-28 20:00:00-04:00,2025-10-28,Minnesota Wild,Winnipeg Jets,,,,2025-2026,2.0,False
2025-10-29 00:15:00+00:00,2025-10-28 20:15:00-04:00,2025-10-28,St. Louis Blues,Detroit Red Wings,,,,2025-2026,2.0,False
2025-10-29 00:30:00+00:00,2025-10-28 20:30:00-04:00,2025-10-28,Dallas Stars,Washington Capitals,,,,2025-2026,2.0,False
2025-10-29 00:45:00+00:00,2025-10-28 20:45:00-04:00,2025-10-28,Chicago Blackhawks,Ottawa Senators,,,,2025-2026,2.0,False
2025-10-29 01:00:00+00:00,2025-10-28 21:00:00-04:00,2025-10-28,Colorado Avalanche,New Jersey Devils,,,,2025-2026,2.0,False
2025-10-29 01:30:00+00:00,2025-10-28 21:30:00-04:00,2025-10-28,Edmonton Oilers,Utah Hockey Club,,,,2025-2026,2.0,False
2025-10-29 02:00:00+00:00,2025-10-28 22:00:00-04:00,2025-10-28,Vancouver Canucks,New York Rangers,,,,2025-2026,2.0,False
2025-10-29 02:30:00+00:00,2025-10-28 22:30:00-04:00,2025-10-28,Seattle Kraken,Montréal Canadiens,,,,2025-2026,2.0,False
2025-10-29 03:00:00+00:00,2025-10-28 23:00:00-04:00,2025-10-28,San Jose Sharks,Los Angeles Kings,,,,2025-2026,2.0,False
2025-10-29 23:30:00+00:00,2025-10-29 19:30:00-04:00,2025-10-29,Columbus Blue Jackets,Toronto Maple Leafs,,,,2025-2026,2.0,False
2025-10-30 23:00:00+00:00,2025-10-30 19:00:00-04:00,2025-10-30,Boston Bruins,Buffalo Sabres,,,,2025-2026,2.0,False
2025-10-30 23:00:00+00:00,2025-10-30 19:00:00-04:00,2025-10-30,Ottawa Senators,Calgary Flames,,,,2025-2026,2.0,False
2025-10-30 23:00:00+00:00,2025-10-30 19:00:00-04:00,2025-10-30,Tampa Bay Lightning,Dallas Stars,,,,2025-2026,2.0,False
2025-10-30 23:00:00+00:00,2025-10-30 19:00:00-04:00,2025-10-30,Philadelphia Flyers,Nashville Predators,,,,2025-2026,2.0,False
2025-10-30 23:30:00+00:00,2025-10-30 19:30:00-04:00,2025-10-30,Carolina Hurricanes,New York Islanders,,,,2025-2026,2.0,False
2025-10-31 00:00:00+00:00,2025-10-30 20:00:00-04:00,2025-10-30,Minnesota Wild,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-10-31 00:00:00+00:00,2025-10-30 20:00:00-04:00,2025-10-30,Winnipeg Jets,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-10-31 00:00:00+00:00,2025-10-30 20:00:00-04:00,2025-10-30,St. Louis Blues,Vancouver Canucks,,,,2025-2026,2.0,False
2025-10-31 01:00:00+00:00,2025-10-30 21:00:00-04:00,2025-10-30,Edmonton Oilers,New York Rangers,,,,2025-2026,2.0,False
2025-10-31 02:00:00+00:00,2025-10-30 22:00:00-04:00,2025-10-30,San Jose Sharks,New Jersey Devils,,,,2025-2026,2.0,False
2025-10-31 02:30:00+00:00,2025-10-30 22:30:00-04:00,2025-10-30,Los Angeles Kings,Detroit Red Wings,,,,2025-2026,2.0,False
2025-10-31 20:00:00+00:00,2025-10-31 16:00:00-04:00,2025-10-31,Vegas Golden Knights,Colorado Avalanche,,,,2025-2026,2.0,False
2025-10-31 23:00:00+00:00,2025-10-31 19:00:00-04:00,2025-10-31,Washington Capitals,New York Islanders,,,,2025-2026,2.0,False
2025-11-01 02:00:00+00:00,2025-10-31 22:00:00-04:00,2025-10-31,Anaheim Ducks,Detroit Red Wings,,,,2025-2026,2.0,False
2025-11-01 17:00:00+00:00,2025-11-01 13:00:00-04:00,2025-11-01,Boston Bruins,Carolina Hurricanes,,,,2025-2026,2.0,False
2025-11-01 19:00:00+00:00,2025-11-01 15:00:00-04:00,2025-11-01,Winnipeg Jets,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-11-01 19:30:00+00:00,2025-11-01 15:30:00-04:00,2025-11-01,Nashville Predators,Calgary Flames,,,,2025-2026,2.0,False
2025-11-01 20:00:00+00:00,2025-11-01 16:00:00-04:00,2025-11-01,San Jose Sharks,Colorado Avalanche,,,,2025-2026,2.0,False
2025-11-01 22:00:00+00:00,2025-11-01 18:00:00-04:00,2025-11-01,Florida Panthers,Dallas Stars,,,,2025-2026,2.0,False
2025-11-01 23:00:00+00:00,2025-11-01 19:00:00-04:00,2025-11-01,Buffalo Sabres,Washington Capitals,,,,2025-2026,2.0,False
2025-11-01 23:00:00+00:00,2025-11-01 19:00:00-04:00,2025-11-01,Montréal Canadiens,Ottawa Senators,,,,2025-2026,2.0,False
2025-11-01 23:00:00+00:00,2025-11-01 19:00:00-04:00,2025-11-01,Philadelphia Flyers,Toronto Maple Leafs,,,,2025-2026,2.0,False
2025-11-01 23:00:00+00:00,2025-11-01 19:00:00-04:00,2025-11-01,Columbus Blue Jackets,St. Louis Blues,,,,2025-2026,2.0,False
2025-11-01 23:00:00+00:00,2025-11-01 19:00:00-04:00,2025-11-01,Minnesota Wild,Vancouver Canucks,,,,2025-2026,2.0,False
2025-11-02 01:00:00+00:00,2025-11-01 21:00:00-04:00,2025-11-01,Los Angeles Kings,New Jersey Devils,,,,2025-2026,2.0,False
2025-11-02 02:00:00+00:00,2025-11-01 22:00:00-04:00,2025-11-01,Edmonton Oilers,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-11-02 02:00:00+00:00,2025-11-01 22:00:00-04:00,2025-11-01,Seattle Kraken,New York Rangers,,,,2025-2026,2.0,False
2025-11-02 20:30:00+00:00,2025-11-02 15:30:00-05:00,2025-11-02,Utah Hockey Club,Tampa Bay Lightning,,,,2025-2026,2.0,False
2025-11-02 22:00:00+00:00,2025-11-02 17:00:00-05:00,2025-11-02,New York Islanders,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-03 00:00:00+00:00,2025-11-02 19:00:00-05:00,2025-11-02,Philadelphia Flyers,Calgary Flames,,,,2025-2026,2.0,False
2025-11-03 01:00:00+00:00,2025-11-02 20:00:00-05:00,2025-11-02,Anaheim Ducks,New Jersey Devils,,,,2025-2026,2.0,False
2025-11-03 01:00:00+00:00,2025-11-02 20:00:00-05:00,2025-11-02,San Jose Sharks,Detroit Red Wings,,,,2025-2026,2.0,False
2025-11-04 00:30:00+00:00,2025-11-03 19:30:00-05:00,2025-11-03,Toronto Maple Leafs,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-11-04 01:30:00+00:00,2025-11-03 20:30:00-05:00,2025-11-03,St. Louis Blues,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-04 01:30:00+00:00,2025-11-03 20:30:00-05:00,2025-11-03,Nashville Predators,Vancouver Canucks,,,,2025-2026,2.0,False
2025-11-04 03:00:00+00:00,2025-11-03 22:00:00-05:00,2025-11-03,Seattle Kraken,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-11-05 00:00:00+00:00,2025-11-04 19:00:00-05:00,2025-11-04,New York Rangers,Carolina Hurricanes,,,,2025-2026,2.0,False
2025-11-05 00:00:00+00:00,2025-11-04 19:00:00-05:00,2025-11-04,New York Islanders,Boston Bruins,,,,2025-2026,2.0,False
2025-11-05 00:00:00+00:00,2025-11-04 19:00:00-05:00,2025-11-04,Montréal Canadiens,Philadelphia Flyers,,,,2025-2026,2.0,False
2025-11-05 00:00:00+00:00,2025-11-04 19:00:00-05:00,2025-11-04,Buffalo Sabres,Utah Hockey Club,,,,2025-2026,2.0,False
2025-11-05 01:00:00+00:00,2025-11-04 20:00:00-05:00,2025-11-04,Dallas Stars,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-05 01:00:00+00:00,2025-11-04 20:00:00-05:00,2025-11-04,Minnesota Wild,Nashville Predators,,,,2025-2026,2.0,False
2025-11-05 02:30:00+00:00,2025-11-04 21:30:00-05:00,2025-11-04,Colorado Avalanche,Tampa Bay Lightning,,,,2025-2026,2.0,False
2025-11-05 03:00:00+00:00,2025-11-04 22:00:00-05:00,2025-11-04,Vegas Golden Knights,Detroit Red Wings,,,,2025-2026,2.0,False
2025-11-05 03:00:00+00:00,2025-11-04 22:00:00-05:00,2025-11-04,Anaheim Ducks,Florida Panthers,,,,2025-2026,2.0,False
2025-11-05 03:30:00+00:00,2025-11-04 22:30:00-05:00,2025-11-04,Los Angeles Kings,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-06 00:00:00+00:00,2025-11-05 19:00:00-05:00,2025-11-05,Toronto Maple Leafs,Utah Hockey Club,,,,2025-2026,2.0,False
2025-11-06 00:30:00+00:00,2025-11-05 19:30:00-05:00,2025-11-05,Washington Capitals,St. Louis Blues,,,,2025-2026,2.0,False
2025-11-06 02:30:00+00:00,2025-11-05 21:30:00-05:00,2025-11-05,Calgary Flames,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-06 03:00:00+00:00,2025-11-05 22:00:00-05:00,2025-11-05,Vancouver Canucks,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-11-06 03:00:00+00:00,2025-11-05 22:00:00-05:00,2025-11-05,Seattle Kraken,San Jose Sharks,,,,2025-2026,2.0,False
2025-11-07 00:00:00+00:00,2025-11-06 19:00:00-05:00,2025-11-06,Boston Bruins,Ottawa Senators,,,,2025-2026,2.0,False
2025-11-07 00:00:00+00:00,2025-11-06 19:00:00-05:00,2025-11-06,Buffalo Sabres,St. Louis Blues,,,,2025-2026,2.0,False
2025-11-07 00:00:00+00:00,2025-11-06 19:00:00-05:00,2025-11-06,New Jersey Devils,Montréal Canadiens,,,,2025-2026,2.0,False
2025-11-07 00:00:00+00:00,2025-11-06 19:00:00-05:00,2025-11-06,Carolina Hurricanes,Minnesota Wild,,,,2025-2026,2.0,False
2025-11-07 00:30:00+00:00,2025-11-06 19:30:00-05:00,2025-11-06,Pittsburgh Penguins,Washington Capitals,,,,2025-2026,2.0,False
2025-11-07 01:00:00+00:00,2025-11-06 20:00:00-05:00,2025-11-06,Nashville Predators,Philadelphia Flyers,,,,2025-2026,2.0,False
2025-11-07 01:00:00+00:00,2025-11-06 20:00:00-05:00,2025-11-06,Dallas Stars,Anaheim Ducks,,,,2025-2026,2.0,False
2025-11-07 03:00:00+00:00,2025-11-06 22:00:00-05:00,2025-11-06,Los Angeles Kings,Florida Panthers,,,,2025-2026,2.0,False
2025-11-07 03:00:00+00:00,2025-11-06 22:00:00-05:00,2025-11-06,Vegas Golden Knights,Tampa Bay Lightning,,,,2025-2026,2.0,False
2025-11-08 00:00:00+00:00,2025-11-07 19:00:00-05:00,2025-11-07,Detroit Red Wings,New York Rangers,,,,2025-2026,2.0,False
2025-11-08 00:00:00+00:00,2025-11-07 19:00:00-05:00,2025-11-07,New York Islanders,Minnesota Wild,,,,2025-2026,2.0,False
2025-11-08 02:00:00+00:00,2025-11-07 21:00:00-05:00,2025-11-07,Calgary Flames,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-11-08 03:00:00+00:00,2025-11-07 22:00:00-05:00,2025-11-07,San Jose Sharks,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-08 17:30:00+00:00,2025-11-08 12:30:00-05:00,2025-11-08,New Jersey Devils,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-11-08 18:00:00+00:00,2025-11-08 13:00:00-05:00,2025-11-08,Philadelphia Flyers,Ottawa Senators,,,,2025-2026,2.0,False
2025-11-08 20:30:00+00:00,2025-11-08 15:30:00-05:00,2025-11-08,Nashville Predators,Dallas Stars,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,St. Louis Blues,Seattle Kraken,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,Carolina Hurricanes,Buffalo Sabres,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,New York Rangers,New York Islanders,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,Montréal Canadiens,Utah Hockey Club,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,Toronto Maple Leafs,Boston Bruins,,,,2025-2026,2.0,False
2025-11-09 00:00:00+00:00,2025-11-08 19:00:00-05:00,2025-11-08,Tampa Bay Lightning,Washington Capitals,,,,2025-2026,2.0,False
2025-11-09 03:00:00+00:00,2025-11-08 22:00:00-05:00,2025-11-08,San Jose Sharks,Florida Panthers,,,,2025-2026,2.0,False
2025-11-09 03:00:00+00:00,2025-11-08 22:00:00-05:00,2025-11-08,Edmonton Oilers,Colorado Avalanche,,,,2025-2026,2.0,False
2025-11-09 03:00:00+00:00,2025-11-08 22:00:00-05:00,2025-11-08,Vancouver Canucks,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-09 03:00:00+00:00,2025-11-08 22:00:00-05:00,2025-11-08,Vegas Golden Knights,Anaheim Ducks,,,,2025-2026,2.0,False
2025-11-09 18:00:00+00:00,2025-11-09 13:00:00-05:00,2025-11-09,Detroit Red Wings,Chicago Blackhawks,,,,2025-2026,2.0,False
2025-11-09 19:00:00+00:00,2025-11-09 14:00:00-05:00,2025-11-09,Pittsburgh Penguins,Los Angeles Kings,,,,2025-2026,2.0,False
2025-11-10 00:00:00+00:00,2025-11-09 19:00:00-05:00,2025-11-09,Dallas Stars,Seattle Kraken,,,,2025-2026,2.0,False
2025-11-10 00:00:00+00:00,2025-11-09 19:00:00-05:00,2025-11-09,Toronto Maple Leafs,Carolina Hurricanes,,,,2025-2026,2.0,False
2025-11-10 00:00:00+00:00,2025-11-09 19:00:00-05:00,2025-11-09,Ottawa Senators,Utah Hockey Club,,,,2025-2026,2.0,False
2025-11-10 01:00:00+00:00,2025-11-09 20:00:00-05:00,2025-11-09,Minnesota Wild,Calgary Flames,,,,2025-2026,2.0,False
2025-11-10 03:00:00+00:00,2025-11-09 22:00:00-05:00,2025-11-09,Vancouver Canucks,Colorado Avalanche,,,,2025-2026,2.0,False
2025-11-10 03:00:00+00:00,2025-11-09 22:00:00-05:00,2025-11-09,Anaheim Ducks,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-11 00:00:00+00:00,2025-11-10 19:00:00-05:00,2025-11-10,New Jersey Devils,New York Islanders,,,,2025-2026,2.0,False
2025-11-11 00:00:00+00:00,2025-11-10 19:00:00-05:00,2025-11-10,New York Rangers,Nashville Predators,,,,2025-2026,2.0,False
2025-11-11 01:30:00+00:00,2025-11-10 20:30:00-05:00,2025-11-10,Edmonton Oilers,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-11 03:00:00+00:00,2025-11-10 22:00:00-05:00,2025-11-10,Vegas Golden Knights,Florida Panthers,,,,2025-2026,2.0,False
2025-11-12 00:00:00+00:00,2025-11-11 19:00:00-05:00,2025-11-11,Carolina Hurricanes,Washington Capitals,,,,2025-2026,2.0,False
2025-11-12 00:00:00+00:00,2025-11-11 19:00:00-05:00,2025-11-11,Ottawa Senators,Dallas Stars,,,,2025-2026,2.0,False
2025-11-12 00:00:00+00:00,2025-11-11 19:00:00-05:00,2025-11-11,Montréal Canadiens,Los Angeles Kings,,,,2025-2026,2.0,False
2025-11-12 00:00:00+00:00,2025-11-11 19:00:00-05:00,2025-11-11,Boston Bruins,Toronto Maple Leafs,,,,2025-2026,2.0,False
2025-11-12 01:00:00+00:00,2025-11-11 20:00:00-05:00,2025-11-11,St. Louis Blues,Calgary Flames,,,,2025-2026,2.0,False
2025-11-12 01:00:00+00:00,2025-11-11 20:00:00-05:00,2025-11-11,Minnesota Wild,San Jose Sharks,,,,2025-2026,2.0,False
2025-11-12 02:30:00+00:00,2025-11-11 21:30:00-05:00,2025-11-11,Colorado Avalanche,Anaheim Ducks,,,,2025-2026,2.0,False
2025-11-12 03:00:00+00:00,2025-11-11 22:00:00-05:00,2025-11-11,Vancouver Canucks,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-12 03:00:00+00:00,2025-11-11 22:00:00-05:00,2025-11-11,Seattle Kraken,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-13 00:00:00+00:00,2025-11-12 19:00:00-05:00,2025-11-12,Tampa Bay Lightning,New York Rangers,,,,2025-2026,2.0,False
2025-11-13 00:30:00+00:00,2025-11-12 19:30:00-05:00,2025-11-12,Philadelphia Flyers,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-13 02:00:00+00:00,2025-11-12 21:00:00-05:00,2025-11-12,Utah Hockey Club,Buffalo Sabres,,,,2025-2026,2.0,False
2025-11-13 02:30:00+00:00,2025-11-12 21:30:00-05:00,2025-11-12,Chicago Blackhawks,New Jersey Devils,,,,2025-2026,2.0,False
2025-11-14 00:00:00+00:00,2025-11-13 19:00:00-05:00,2025-11-13,Toronto Maple Leafs,Los Angeles Kings,,,,2025-2026,2.0,False
2025-11-14 00:00:00+00:00,2025-11-13 19:00:00-05:00,2025-11-13,Montréal Canadiens,Dallas Stars,,,,2025-2026,2.0,False
2025-11-14 00:00:00+00:00,2025-11-13 19:00:00-05:00,2025-11-13,Ottawa Senators,Boston Bruins,,,,2025-2026,2.0,False
2025-11-14 00:00:00+00:00,2025-11-13 19:00:00-05:00,2025-11-13,Detroit Red Wings,Anaheim Ducks,,,,2025-2026,2.0,False
2025-11-14 00:00:00+00:00,2025-11-13 19:00:00-05:00,2025-11-13,Florida Panthers,Washington Capitals,,,,2025-2026,2.0,False
2025-11-14 00:30:00+00:00,2025-11-13 19:30:00-05:00,2025-11-13,Columbus Blue Jackets,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-14 02:00:00+00:00,2025-11-13 21:00:00-05:00,2025-11-13,Colorado Avalanche,Buffalo Sabres,,,,2025-2026,2.0,False
2025-11-14 02:00:00+00:00,2025-11-13 21:00:00-05:00,2025-11-13,Calgary Flames,San Jose Sharks,,,,2025-2026,2.0,False
2025-11-14 03:00:00+00:00,2025-11-13 22:00:00-05:00,2025-11-13,Seattle Kraken,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-14 03:00:00+00:00,2025-11-13 22:00:00-05:00,2025-11-13,Vegas Golden Knights,New York Islanders,,,,2025-2026,2.0,False
2025-11-14 19:00:00+00:00,2025-11-14 14:00:00-05:00,2025-11-14,Nashville Predators,Pittsburgh Penguins,,,,2025-2026,2.0,False
2025-11-15 00:00:00+00:00,2025-11-14 19:00:00-05:00,2025-11-14,Carolina Hurricanes,Vancouver Canucks,,,,2025-2026,2.0,False
2025-11-15 01:00:00+00:00,2025-11-14 20:00:00-05:00,2025-11-14,St. Louis Blues,Philadelphia Flyers,,,,2025-2026,2.0,False
2025-11-15 02:00:00+00:00,2025-11-14 21:00:00-05:00,2025-11-14,Utah Hockey Club,New York Islanders,,,,2025-2026,2.0,False
2025-11-15 22:00:00+00:00,2025-11-15 17:00:00-05:00,2025-11-15,Florida Panthers,Tampa Bay Lightning,,,,2025-2026,2.0,False
2025-11-15 23:00:00+00:00,2025-11-15 18:00:00-05:00,2025-11-15,Minnesota Wild,Anaheim Ducks,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Carolina Hurricanes,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Chicago Blackhawks,Toronto Maple Leafs,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Columbus Blue Jackets,New York Rangers,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Washington Capitals,New Jersey Devils,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Ottawa Senators,Los Angeles Kings,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Detroit Red Wings,Buffalo Sabres,,,,2025-2026,2.0,False
2025-11-16 00:00:00+00:00,2025-11-15 19:00:00-05:00,2025-11-15,Montréal Canadiens,Boston Bruins,,,,2025-2026,2.0,False
2025-11-16 01:00:00+00:00,2025-11-15 20:00:00-05:00,2025-11-15,St. Louis Blues,Vegas Golden Knights,,,,2025-2026,2.0,False
2025-11-16 01:00:00+00:00,2025-11-15 20:00:00-05:00,2025-11-15,Dallas Stars,Philadelphia Flyers,,,,2025-2026,2.0,False
2025-11-16 03:00:00+00:00,2025-11-15 22:00:00-05:00,2025-11-15,Calgary Flames,Winnipeg Jets,,,,2025-2026,2.0,False
2025-11-16 03:00:00+00:00,2025-11-15 22:00:00-05:00,2025-11-15,Seattle Kraken,San Jose Sharks,,,,2025-2026,2.0,False
2025-11-16 14:00:00+00:00,2025-11-16 09:00:00-05:00,2025-11-16,Pittsburgh Penguins,Nashville Predators,,,,2025-2026,2.0,False
2025-11-16 22:00:00+00:00,2025-11-16 17:00:00-05:00,2025-11-16,Tampa Bay Lightning,Vancouver Canucks,,,,2025-2026,2.0,False
2025-11-16 23:00:00+00:00,2025-11-16 18:00:00-05:00,2025-11-16,Minnesota Wild,Vegas Golden Knights,,,,2025-2026,2.0,False
2025-11-17 00:00:00+00:00,2025-11-16 19:00:00-05:00,2025-11-16,New York Rangers,Detroit Red Wings,,,,2025-2026,2.0,False
2025-11-17 02:00:00+00:00,2025-11-16 21:00:00-05:00,2025-11-16,Colorado Avalanche,New York Islanders,,,,2025-2026,2.0,False
2025-11-18 00:00:00+00:00,2025-11-17 19:00:00-05:00,2025-11-17,Boston Bruins,Carolina Hurricanes,,,,2025-2026,2.0,False
2025-11-18 00:00:00+00:00,2025-11-17 19:00:00-05:00,2025-11-17,Buffalo Sabres,Edmonton Oilers,,,,2025-2026,2.0,False
2025-11-18 00:00:00+00:00,2025-11-17 19:00:00-05:00,2025-11-17,Florida Panthers,Vancouver Canucks,,,,2025-2026,2.0,False
2025-11-18 00:00:00+00:00,2025-11-17 19:00:00-05:00,2025-11-17,Washington Capitals,Los Angeles Kings,,,,2025-2026,2.0,False
2025-11-18 00:30:00+00:00,2025-11-17 19:30:00-05:00,2025-11-17,Columbus Blue Jackets,Montréal Canadiens,,,,2025-2026,2.0,False
2025-11-18 03:00:00+00:00,2025-11-17 22:00:00-05:00,2025-11-17,Anaheim Ducks,Utah Hockey Club,,,,2025-2026,2.0,False
2025-11-19 00:00:00+00:00,2025-11-18 19:00:00-05:00,2025-11-18,Tampa Bay Lightning,New Jersey Devils,,,,2025-2026,2.0,False
2025-11-19 00:00:00+00:00,2025-11-18 19:00:00-05:00,2025-11-18,Toronto Maple Leafs,St. Louis Blues,,,,2025-2026,2.0,False
2025-11-19 00:00:00+00:00,2025-11-18 19:00:00-05:00,2025-11-18,Detroit Red Wings,Seattle Kraken,,,,2025-2026,2.0,False
2025-11-19 01:00:00+00:00,2025-11-18 20:00:00-05:00,2025-11-18,Dallas Stars,New York Islanders,,,,2025-2026,2.0,False
2025-11-19 01:00:00+00:00,2025-11-18 20:00:00-05:00,2025-11-18,Winnipeg Jets,Columbus Blue Jackets,,,,2025-2026,2.0,False
2025-11-19 01:30:00+00:00,2025-11-18 20:30:00-05:00,2025-11-18,Chicago Blackhawks,Calgary Flames,,,,2025-2026,2.0,False
2025-11-19 03:00:00+00:00,2025-11-18 22:00:00-05:00,2025-11-18,Vegas Golden Knights,New York Rangers,,,,2025-2026,2.0,False
2025-11-19 03:00:00+00:00,2025-11-18 22:00:00-05:00,2025-11-18,San Jose Sharks,Utah Hockey Club,,,,2025-2026,2.0,False
