Date_UTC,Date_Local,LocalDate,Home Team,Away Team,Home Score,Away Score,Result,Season,weight,Played
2024-11-28 03:00:00+00:00,2024-11-27 22:00:00-05:00,2024-11-27,Colorado Avalanche,Vegas Golden Knights,2,1,2 - 1,2024-2025,1.0,True
2024-11-28 03:00:00+00:00,2024-11-27 22:00:00-05:00,2024-11-27,Los Angeles Kings,Winnipeg Jets,4,1,4 - 1,2024-2025,1.0,True
2024-11-28 03:00:00+00:00,2024-11-27 22:00:00-05:00,2024-11-27,Seattle Kraken,Anaheim Ducks,2,5,2 - 5,2024-2025,1.0,True
2024-11-28 03:30:00+00:00,2024-11-27 22:30:00-05:00,2024-11-27,San Jose Sharks,Ottawa Senators,3,4,3 - 4,2024-2025,1.0,True
2024-11-29 18:00:00+00:00,2024-11-29 13:00:00-05:00,2024-11-29,Philadelphia Flyers,New York Rangers,3,1,3 - 1,2024-2025,1.0,True
2024-11-29 19:00:00+00:00,2024-11-29 14:00:00-05:00,2024-11-29,Minnesota Wild,Chicago Blackhawks,3,2,3 - 2,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Nashville Predators,Tampa Bay Lightning,2,3,2 - 3,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Carolina Hurricanes,Florida Panthers,3,6,3 - 6,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Columbus Blue Jackets,Calgary Flames,5,2,5 - 2,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Detroit Red Wings,New Jersey Devils,4,5,4 - 5,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Washington Capitals,New York Islanders,5,4,5 - 4,2024-2025,1.0,True
2024-11-29 20:00:00+00:00,2024-11-29 15:00:00-05:00,2024-11-29,Buffalo Sabres,Vancouver Canucks,3,4,3 - 4,2024-2025,1.0,True
2024-11-29 20:30:00+00:00,2024-11-29 15:30:00-05:00,2024-11-29,Anaheim Ducks,Los Angeles Kings,1,2,1 - 2,2024-2025,1.0,True
2024-11-29 20:30:00+00:00,2024-11-29 15:30:00-05:00,2024-11-29,San Jose Sharks,Seattle Kraken,8,5,8 - 5,2024-2025,1.0,True
2024-11-29 23:30:00+00:00,2024-11-29 18:30:00-05:00,2024-11-29,Boston Bruins,Pittsburgh Penguins,1,2,1 - 2,2024-2025,1.0,True
2024-11-30 01:30:00+00:00,2024-11-29 20:30:00-05:00,2024-11-29,Vegas Golden Knights,Winnipeg Jets,4,3,4 - 3,2024-2025,1.0,True
2024-11-30 02:00:00+00:00,2024-11-29 21:00:00-05:00,2024-11-29,Dallas Stars,Colorado Avalanche,5,3,5 - 3,2024-2025,1.0,True
2024-11-30 02:00:00+00:00,2024-11-29 21:00:00-05:00,2024-11-29,Utah Hockey Club,Edmonton Oilers,3,4,3 - 4,2024-2025,1.0,True
2024-11-30 18:00:00+00:00,2024-11-30 13:00:00-05:00,2024-11-30,New York Rangers,Montréal Canadiens,4,3,4 - 3,2024-2025,1.0,True
2024-11-30 21:00:00+00:00,2024-11-30 16:00:00-05:00,2024-11-30,Florida Panthers,Carolina Hurricanes,6,0,6 - 0,2024-2025,1.0,True
2024-12-01 00:00:00+00:00,2024-11-30 19:00:00-05:00,2024-11-30,Tampa Bay Lightning,Toronto Maple Leafs,3,5,3 - 5,2024-2025,1.0,True
2024-12-01 00:00:00+00:00,2024-11-30 19:00:00-05:00,2024-11-30,New Jersey Devils,Washington Capitals,5,6,5 - 6,2024-2025,1.0,True
2024-12-01 00:00:00+00:00,2024-11-30 19:00:00-05:00,2024-11-30,Pittsburgh Penguins,Calgary Flames,6,2,6 - 2,2024-2025,1.0,True
2024-12-01 00:00:00+00:00,2024-11-30 19:00:00-05:00,2024-11-30,St. Louis Blues,Philadelphia Flyers,2,3,2 - 3,2024-2025,1.0,True
2024-12-01 00:00:00+00:00,2024-11-30 19:00:00-05:00,2024-11-30,Los Angeles Kings,Ottawa Senators,5,2,5 - 2,2024-2025,1.0,True
2024-12-01 00:30:00+00:00,2024-11-30 19:30:00-05:00,2024-11-30,New York Islanders,Buffalo Sabres,3,0,3 - 0,2024-2025,1.0,True
2024-12-01 01:00:00+00:00,2024-11-30 20:00:00-05:00,2024-11-30,Minnesota Wild,Nashville Predators,3,2,3 - 2,2024-2025,1.0,True
2024-12-01 03:00:00+00:00,2024-11-30 22:00:00-05:00,2024-11-30,Vegas Golden Knights,Utah Hockey Club,0,6,0 - 6,2024-2025,1.0,True
2024-12-01 03:00:00+00:00,2024-11-30 22:00:00-05:00,2024-11-30,Seattle Kraken,San Jose Sharks,2,4,2 - 4,2024-2025,1.0,True
2024-12-01 03:00:00+00:00,2024-11-30 22:00:00-05:00,2024-11-30,Colorado Avalanche,Edmonton Oilers,1,4,1 - 4,2024-2025,1.0,True
2024-12-01 17:30:00+00:00,2024-12-01 12:30:00-05:00,2024-12-01,Detroit Red Wings,Vancouver Canucks,4,5,4 - 5,2024-2025,1.0,True
2024-12-01 20:00:00+00:00,2024-12-01 15:00:00-05:00,2024-12-01,Boston Bruins,Montréal Canadiens,6,3,6 - 3,2024-2025,1.0,True
2024-12-01 20:00:00+00:00,2024-12-01 15:00:00-05:00,2024-12-01,Chicago Blackhawks,Columbus Blue Jackets,3,6,3 - 6,2024-2025,1.0,True
2024-12-01 21:30:00+00:00,2024-12-01 16:30:00-05:00,2024-12-01,Dallas Stars,Winnipeg Jets,3,1,3 - 1,2024-2025,1.0,True
2024-12-02 01:00:00+00:00,2024-12-01 20:00:00-05:00,2024-12-01,Anaheim Ducks,Ottawa Senators,4,3,4 - 3,2024-2025,1.0,True
2024-12-03 00:00:00+00:00,2024-12-02 19:00:00-05:00,2024-12-02,New York Rangers,New Jersey Devils,1,5,1 - 5,2024-2025,1.0,True
2024-12-03 00:30:00+00:00,2024-12-02 19:30:00-05:00,2024-12-02,Toronto Maple Leafs,Chicago Blackhawks,4,1,4 - 1,2024-2025,1.0,True
2024-12-03 02:00:00+00:00,2024-12-02 21:00:00-05:00,2024-12-02,Utah Hockey Club,Dallas Stars,1,2,1 - 2,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Buffalo Sabres,Colorado Avalanche,4,5,4 - 5,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Carolina Hurricanes,Seattle Kraken,2,4,2 - 4,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Washington Capitals,San Jose Sharks,1,2,1 - 2,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Boston Bruins,Detroit Red Wings,3,2,3 - 2,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Montréal Canadiens,New York Islanders,2,1,2 - 1,2024-2025,1.0,True
2024-12-04 00:00:00+00:00,2024-12-03 19:00:00-05:00,2024-12-03,Pittsburgh Penguins,Florida Panthers,5,4,5 - 4,2024-2025,1.0,True
2024-12-04 01:00:00+00:00,2024-12-03 20:00:00-05:00,2024-12-03,Minnesota Wild,Vancouver Canucks,3,2,3 - 2,2024-2025,1.0,True
2024-12-04 01:00:00+00:00,2024-12-03 20:00:00-05:00,2024-12-03,Winnipeg Jets,St. Louis Blues,1,4,1 - 4,2024-2025,1.0,True
2024-12-04 02:00:00+00:00,2024-12-03 21:00:00-05:00,2024-12-03,Calgary Flames,Columbus Blue Jackets,3,0,3 - 0,2024-2025,1.0,True
2024-12-04 03:00:00+00:00,2024-12-03 22:00:00-05:00,2024-12-03,Vegas Golden Knights,Edmonton Oilers,1,0,1 - 0,2024-2025,1.0,True
2024-12-05 00:30:00+00:00,2024-12-04 19:30:00-05:00,2024-12-04,Toronto Maple Leafs,Nashville Predators,3,2,3 - 2,2024-2025,1.0,True
2024-12-05 00:30:00+00:00,2024-12-04 19:30:00-05:00,2024-12-04,Chicago Blackhawks,Boston Bruins,2,4,2 - 4,2024-2025,1.0,True
2024-12-05 03:00:00+00:00,2024-12-04 22:00:00-05:00,2024-12-04,Los Angeles Kings,Dallas Stars,3,2,3 - 2,2024-2025,1.0,True
2024-12-05 03:00:00+00:00,2024-12-04 22:00:00-05:00,2024-12-04,Anaheim Ducks,Vegas Golden Knights,1,4,1 - 4,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Buffalo Sabres,Winnipeg Jets,2,3,2 - 3,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Montréal Canadiens,Nashville Predators,3,0,3 - 0,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Ottawa Senators,Detroit Red Wings,2,1,2 - 1,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Tampa Bay Lightning,San Jose Sharks,8,1,8 - 1,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Philadelphia Flyers,Florida Panthers,5,7,5 - 7,2024-2025,1.0,True
2024-12-06 00:00:00+00:00,2024-12-05 19:00:00-05:00,2024-12-05,Carolina Hurricanes,Colorado Avalanche,5,3,5 - 3,2024-2025,1.0,True
2024-12-06 00:30:00+00:00,2024-12-05 19:30:00-05:00,2024-12-05,New York Islanders,Seattle Kraken,2,5,2 - 5,2024-2025,1.0,True
2024-12-06 02:00:00+00:00,2024-12-05 21:00:00-05:00,2024-12-05,Edmonton Oilers,Columbus Blue Jackets,6,3,6 - 3,2024-2025,1.0,True
2024-12-06 02:00:00+00:00,2024-12-05 21:00:00-05:00,2024-12-05,Calgary Flames,St. Louis Blues,3,4,3 - 4,2024-2025,1.0,True
2024-12-07 00:00:00+00:00,2024-12-06 19:00:00-05:00,2024-12-06,Toronto Maple Leafs,Washington Capitals,1,3,1 - 3,2024-2025,1.0,True
2024-12-07 00:00:00+00:00,2024-12-06 19:00:00-05:00,2024-12-06,New Jersey Devils,Seattle Kraken,3,2,3 - 2,2024-2025,1.0,True
2024-12-07 00:30:00+00:00,2024-12-06 19:30:00-05:00,2024-12-06,New York Rangers,Pittsburgh Penguins,4,2,4 - 2,2024-2025,1.0,True
2024-12-07 03:00:00+00:00,2024-12-06 22:00:00-05:00,2024-12-06,Vancouver Canucks,Columbus Blue Jackets,5,2,5 - 2,2024-2025,1.0,True
2024-12-07 03:00:00+00:00,2024-12-06 22:00:00-05:00,2024-12-06,Vegas Golden Knights,Dallas Stars,3,2,3 - 2,2024-2025,1.0,True
2024-12-07 03:00:00+00:00,2024-12-06 22:00:00-05:00,2024-12-06,Anaheim Ducks,Minnesota Wild,1,5,1 - 5,2024-2025,1.0,True
2024-12-07 18:00:00+00:00,2024-12-07 13:00:00-05:00,2024-12-07,Boston Bruins,Philadelphia Flyers,4,3,4 - 3,2024-2025,1.0,True
2024-12-07 18:00:00+00:00,2024-12-07 13:00:00-05:00,2024-12-07,Buffalo Sabres,Utah Hockey Club,2,5,2 - 5,2024-2025,1.0,True
2024-12-07 21:00:00+00:00,2024-12-07 16:00:00-05:00,2024-12-07,Chicago Blackhawks,Winnipeg Jets,2,4,2 - 4,2024-2025,1.0,True
2024-12-07 22:00:00+00:00,2024-12-07 17:00:00-05:00,2024-12-07,New York Islanders,Carolina Hurricanes,4,3,4 - 3,2024-2025,1.0,True
2024-12-07 23:00:00+00:00,2024-12-07 18:00:00-05:00,2024-12-07,Florida Panthers,San Jose Sharks,3,1,3 - 1,2024-2025,1.0,True
2024-12-08 00:00:00+00:00,2024-12-07 19:00:00-05:00,2024-12-07,Montréal Canadiens,Washington Capitals,2,4,2 - 4,2024-2025,1.0,True
2024-12-08 00:00:00+00:00,2024-12-07 19:00:00-05:00,2024-12-07,Ottawa Senators,Nashville Predators,3,1,3 - 1,2024-2025,1.0,True
2024-12-08 00:00:00+00:00,2024-12-07 19:00:00-05:00,2024-12-07,Detroit Red Wings,Colorado Avalanche,1,2,1 - 2,2024-2025,1.0,True
2024-12-08 00:00:00+00:00,2024-12-07 19:00:00-05:00,2024-12-07,Pittsburgh Penguins,Toronto Maple Leafs,5,2,5 - 2,2024-2025,1.0,True
2024-12-08 01:00:00+00:00,2024-12-07 20:00:00-05:00,2024-12-07,Los Angeles Kings,Minnesota Wild,4,1,4 - 1,2024-2025,1.0,True
2024-12-08 03:00:00+00:00,2024-12-07 22:00:00-05:00,2024-12-07,Edmonton Oilers,St. Louis Blues,4,2,4 - 2,2024-2025,1.0,True
2024-12-08 18:00:00+00:00,2024-12-08 13:00:00-05:00,2024-12-08,New York Rangers,Seattle Kraken,5,7,5 - 7,2024-2025,1.0,True
2024-12-08 21:00:00+00:00,2024-12-08 16:00:00-05:00,2024-12-08,Vancouver Canucks,Tampa Bay Lightning,2,4,2 - 4,2024-2025,1.0,True
2024-12-08 22:00:00+00:00,2024-12-08 17:00:00-05:00,2024-12-08,Ottawa Senators,New York Islanders,2,4,2 - 4,2024-2025,1.0,True
2024-12-08 23:00:00+00:00,2024-12-08 18:00:00-05:00,2024-12-08,Winnipeg Jets,Columbus Blue Jackets,1,4,1 - 4,2024-2025,1.0,True
2024-12-09 00:00:00+00:00,2024-12-08 19:00:00-05:00,2024-12-08,New Jersey Devils,Colorado Avalanche,0,4,0 - 4,2024-2025,1.0,True
2024-12-09 00:30:00+00:00,2024-12-08 19:30:00-05:00,2024-12-08,Philadelphia Flyers,Utah Hockey Club,2,4,2 - 4,2024-2025,1.0,True
2024-12-09 01:00:00+00:00,2024-12-08 20:00:00-05:00,2024-12-08,Dallas Stars,Calgary Flames,6,2,6 - 2,2024-2025,1.0,True
2024-12-10 00:00:00+00:00,2024-12-09 19:00:00-05:00,2024-12-09,Buffalo Sabres,Detroit Red Wings,5,6,5 - 6,2024-2025,1.0,True
2024-12-10 00:00:00+00:00,2024-12-09 19:00:00-05:00,2024-12-09,New York Rangers,Chicago Blackhawks,1,2,1 - 2,2024-2025,1.0,True
2024-12-10 00:30:00+00:00,2024-12-09 19:30:00-05:00,2024-12-09,Montréal Canadiens,Anaheim Ducks,3,2,3 - 2,2024-2025,1.0,True
2024-12-11 00:00:00+00:00,2024-12-10 19:00:00-05:00,2024-12-10,Carolina Hurricanes,San Jose Sharks,3,2,3 - 2,2024-2025,1.0,True
2024-12-11 00:00:00+00:00,2024-12-10 19:00:00-05:00,2024-12-10,Columbus Blue Jackets,Philadelphia Flyers,3,5,3 - 5,2024-2025,1.0,True
2024-12-11 00:00:00+00:00,2024-12-10 19:00:00-05:00,2024-12-10,New Jersey Devils,Toronto Maple Leafs,1,2,1 - 2,2024-2025,1.0,True
2024-12-11 00:00:00+00:00,2024-12-10 19:00:00-05:00,2024-12-10,Pittsburgh Penguins,Colorado Avalanche,2,6,2 - 6,2024-2025,1.0,True
2024-12-11 00:30:00+00:00,2024-12-10 19:30:00-05:00,2024-12-10,New York Islanders,Los Angeles Kings,1,3,1 - 3,2024-2025,1.0,True
2024-12-11 01:00:00+00:00,2024-12-10 20:00:00-05:00,2024-12-10,Nashville Predators,Calgary Flames,3,4,3 - 4,2024-2025,1.0,True
2024-12-11 01:00:00+00:00,2024-12-10 20:00:00-05:00,2024-12-10,Winnipeg Jets,Boston Bruins,8,1,8 - 1,2024-2025,1.0,True
2024-12-11 02:00:00+00:00,2024-12-10 21:00:00-05:00,2024-12-10,Edmonton Oilers,Tampa Bay Lightning,2,1,2 - 1,2024-2025,1.0,True
2024-12-11 02:30:00+00:00,2024-12-10 21:30:00-05:00,2024-12-10,Utah Hockey Club,Minnesota Wild,4,5,4 - 5,2024-2025,1.0,True
2024-12-11 03:00:00+00:00,2024-12-10 22:00:00-05:00,2024-12-10,Vancouver Canucks,St. Louis Blues,3,4,3 - 4,2024-2025,1.0,True
2024-12-11 03:00:00+00:00,2024-12-10 22:00:00-05:00,2024-12-10,Seattle Kraken,Florida Panthers,1,2,1 - 2,2024-2025,1.0,True
2024-12-12 00:00:00+00:00,2024-12-11 19:00:00-05:00,2024-12-11,Buffalo Sabres,New York Rangers,2,3,2 - 3,2024-2025,1.0,True
2024-12-12 00:30:00+00:00,2024-12-11 19:30:00-05:00,2024-12-11,Ottawa Senators,Anaheim Ducks,5,1,5 - 1,2024-2025,1.0,True
2024-12-13 00:00:00+00:00,2024-12-12 19:00:00-05:00,2024-12-12,Montréal Canadiens,Pittsburgh Penguins,2,9,2 - 9,2024-2025,1.0,True
2024-12-13 00:00:00+00:00,2024-12-12 19:00:00-05:00,2024-12-12,New Jersey Devils,Los Angeles Kings,3,1,3 - 1,2024-2025,1.0,True
2024-12-13 00:00:00+00:00,2024-12-12 19:00:00-05:00,2024-12-12,Philadelphia Flyers,Detroit Red Wings,4,1,4 - 1,2024-2025,1.0,True
2024-12-13 00:00:00+00:00,2024-12-12 19:00:00-05:00,2024-12-12,Columbus Blue Jackets,Washington Capitals,1,2,1 - 2,2024-2025,1.0,True
2024-12-13 00:00:00+00:00,2024-12-12 19:00:00-05:00,2024-12-12,Toronto Maple Leafs,Anaheim Ducks,3,2,3 - 2,2024-2025,1.0,True
2024-12-13 00:30:00+00:00,2024-12-12 19:30:00-05:00,2024-12-12,New York Islanders,Chicago Blackhawks,5,4,5 - 4,2024-2025,1.0,True
2024-12-13 01:00:00+00:00,2024-12-12 20:00:00-05:00,2024-12-12,St. Louis Blues,San Jose Sharks,3,4,3 - 4,2024-2025,1.0,True
2024-12-13 01:00:00+00:00,2024-12-12 20:00:00-05:00,2024-12-12,Dallas Stars,Nashville Predators,1,4,1 - 4,2024-2025,1.0,True
2024-12-13 01:00:00+00:00,2024-12-12 20:00:00-05:00,2024-12-12,Winnipeg Jets,Vegas Golden Knights,2,3,2 - 3,2024-2025,1.0,True
2024-12-13 01:30:00+00:00,2024-12-12 20:30:00-05:00,2024-12-12,Minnesota Wild,Edmonton Oilers,1,7,1 - 7,2024-2025,1.0,True
2024-12-13 02:00:00+00:00,2024-12-12 21:00:00-05:00,2024-12-12,Calgary Flames,Tampa Bay Lightning,3,8,3 - 8,2024-2025,1.0,True
2024-12-13 02:00:00+00:00,2024-12-12 21:00:00-05:00,2024-12-12,Colorado Avalanche,Utah Hockey Club,1,4,1 - 4,2024-2025,1.0,True
2024-12-13 03:00:00+00:00,2024-12-12 22:00:00-05:00,2024-12-12,Vancouver Canucks,Florida Panthers,4,0,4 - 0,2024-2025,1.0,True
2024-12-13 03:00:00+00:00,2024-12-12 22:00:00-05:00,2024-12-12,Seattle Kraken,Boston Bruins,5,1,5 - 1,2024-2025,1.0,True
2024-12-14 00:00:00+00:00,2024-12-13 19:00:00-05:00,2024-12-13,Carolina Hurricanes,Ottawa Senators,0,3,0 - 3,2024-2025,1.0,True
2024-12-14 18:00:00+00:00,2024-12-14 13:00:00-05:00,2024-12-14,New Jersey Devils,Chicago Blackhawks,4,1,4 - 1,2024-2025,1.0,True
2024-12-14 18:00:00+00:00,2024-12-14 13:00:00-05:00,2024-12-14,New York Rangers,Los Angeles Kings,1,5,1 - 5,2024-2025,1.0,True
2024-12-14 19:00:00+00:00,2024-12-14 14:00:00-05:00,2024-12-14,Minnesota Wild,Philadelphia Flyers,4,1,4 - 1,2024-2025,1.0,True
2024-12-14 21:00:00+00:00,2024-12-14 16:00:00-05:00,2024-12-14,Edmonton Oilers,Vegas Golden Knights,6,3,6 - 3,2024-2025,1.0,True
2024-12-15 00:00:00+00:00,2024-12-14 19:00:00-05:00,2024-12-14,Winnipeg Jets,Montréal Canadiens,4,2,4 - 2,2024-2025,1.0,True
2024-12-15 00:00:00+00:00,2024-12-14 19:00:00-05:00,2024-12-14,Columbus Blue Jackets,Anaheim Ducks,3,4,3 - 4,2024-2025,1.0,True
2024-12-15 00:00:00+00:00,2024-12-14 19:00:00-05:00,2024-12-14,Washington Capitals,Buffalo Sabres,4,2,4 - 2,2024-2025,1.0,True
2024-12-15 00:00:00+00:00,2024-12-14 19:00:00-05:00,2024-12-14,Detroit Red Wings,Toronto Maple Leafs,4,2,4 - 2,2024-2025,1.0,True
2024-12-15 00:00:00+00:00,2024-12-14 19:00:00-05:00,2024-12-14,Ottawa Senators,Pittsburgh Penguins,3,2,3 - 2,2024-2025,1.0,True
2024-12-15 01:00:00+00:00,2024-12-14 20:00:00-05:00,2024-12-14,Dallas Stars,St. Louis Blues,2,1,2 - 1,2024-2025,1.0,True
2024-12-15 02:00:00+00:00,2024-12-14 21:00:00-05:00,2024-12-14,Colorado Avalanche,Nashville Predators,5,2,5 - 2,2024-2025,1.0,True
2024-12-15 03:00:00+00:00,2024-12-14 22:00:00-05:00,2024-12-14,Calgary Flames,Florida Panthers,3,0,3 - 0,2024-2025,1.0,True
2024-12-15 03:00:00+00:00,2024-12-14 22:00:00-05:00,2024-12-14,Vancouver Canucks,Boston Bruins,1,5,1 - 5,2024-2025,1.0,True
2024-12-15 03:00:00+00:00,2024-12-14 22:00:00-05:00,2024-12-14,San Jose Sharks,Utah Hockey Club,3,4,3 - 4,2024-2025,1.0,True
2024-12-15 03:00:00+00:00,2024-12-14 22:00:00-05:00,2024-12-14,Seattle Kraken,Tampa Bay Lightning,1,5,1 - 5,2024-2025,1.0,True
2024-12-15 20:00:00+00:00,2024-12-15 15:00:00-05:00,2024-12-15,Chicago Blackhawks,New York Islanders,5,3,5 - 3,2024-2025,1.0,True
2024-12-15 22:00:00+00:00,2024-12-15 17:00:00-05:00,2024-12-15,Carolina Hurricanes,Columbus Blue Jackets,4,1,4 - 1,2024-2025,1.0,True
2024-12-15 22:00:00+00:00,2024-12-15 17:00:00-05:00,2024-12-15,Toronto Maple Leafs,Buffalo Sabres,5,3,5 - 3,2024-2025,1.0,True
2024-12-15 23:00:00+00:00,2024-12-15 18:00:00-05:00,2024-12-15,St. Louis Blues,New York Rangers,3,2,3 - 2,2024-2025,1.0,True
2024-12-15 23:00:00+00:00,2024-12-15 18:00:00-05:00,2024-12-15,Minnesota Wild,Vegas Golden Knights,2,3,2 - 3,2024-2025,1.0,True
2024-12-17 01:00:00+00:00,2024-12-16 20:00:00-05:00,2024-12-16,Dallas Stars,Washington Capitals,3,1,3 - 1,2024-2025,1.0,True
2024-12-17 01:30:00+00:00,2024-12-16 20:30:00-05:00,2024-12-16,Edmonton Oilers,Florida Panthers,5,6,5 - 6,2024-2025,1.0,True
2024-12-17 03:30:00+00:00,2024-12-16 22:30:00-05:00,2024-12-16,Vancouver Canucks,Colorado Avalanche,3,1,3 - 1,2024-2025,1.0,True
2024-12-18 00:00:00+00:00,2024-12-17 19:00:00-05:00,2024-12-17,Montréal Canadiens,Buffalo Sabres,6,1,6 - 1,2024-2025,1.0,True
2024-12-18 00:00:00+00:00,2024-12-17 19:00:00-05:00,2024-12-17,Tampa Bay Lightning,Columbus Blue Jackets,5,3,5 - 3,2024-2025,1.0,True
2024-12-18 00:00:00+00:00,2024-12-17 19:00:00-05:00,2024-12-17,Pittsburgh Penguins,Los Angeles Kings,3,2,3 - 2,2024-2025,1.0,True
2024-12-18 00:30:00+00:00,2024-12-17 19:30:00-05:00,2024-12-17,Carolina Hurricanes,New York Islanders,4,0,4 - 0,2024-2025,1.0,True
2024-12-18 01:00:00+00:00,2024-12-17 20:00:00-05:00,2024-12-17,Nashville Predators,New York Rangers,2,0,2 - 0,2024-2025,1.0,True
2024-12-18 01:00:00+00:00,2024-12-17 20:00:00-05:00,2024-12-17,St. Louis Blues,New Jersey Devils,1,4,1 - 4,2024-2025,1.0,True
2024-12-18 01:30:00+00:00,2024-12-17 20:30:00-05:00,2024-12-17,Chicago Blackhawks,Washington Capitals,3,2,3 - 2,2024-2025,1.0,True
2024-12-18 02:00:00+00:00,2024-12-17 21:00:00-05:00,2024-12-17,Calgary Flames,Boston Bruins,3,4,3 - 4,2024-2025,1.0,True
2024-12-18 03:00:00+00:00,2024-12-17 22:00:00-05:00,2024-12-17,Seattle Kraken,Ottawa Senators,0,3,0 - 3,2024-2025,1.0,True
2024-12-18 03:30:00+00:00,2024-12-17 22:30:00-05:00,2024-12-17,San Jose Sharks,Winnipeg Jets,3,4,3 - 4,2024-2025,1.0,True
2024-12-19 00:00:00+00:00,2024-12-18 19:00:00-05:00,2024-12-18,Detroit Red Wings,Philadelphia Flyers,6,4,6 - 4,2024-2025,1.0,True
2024-12-19 00:30:00+00:00,2024-12-18 19:30:00-05:00,2024-12-18,Dallas Stars,Toronto Maple Leafs,3,5,3 - 5,2024-2025,1.0,True
2024-12-19 02:30:00+00:00,2024-12-18 21:30:00-05:00,2024-12-18,Minnesota Wild,Florida Panthers,1,6,1 - 6,2024-2025,1.0,True
2024-12-19 03:00:00+00:00,2024-12-18 22:00:00-05:00,2024-12-18,Anaheim Ducks,Winnipeg Jets,3,2,3 - 2,2024-2025,1.0,True
2024-12-19 03:00:00+00:00,2024-12-18 22:00:00-05:00,2024-12-18,Utah Hockey Club,Vancouver Canucks,3,2,3 - 2,2024-2025,1.0,True
2024-12-20 00:00:00+00:00,2024-12-19 19:00:00-05:00,2024-12-19,Columbus Blue Jackets,New Jersey Devils,4,2,4 - 2,2024-2025,1.0,True
2024-12-20 00:00:00+00:00,2024-12-19 19:00:00-05:00,2024-12-19,Tampa Bay Lightning,St. Louis Blues,3,1,3 - 1,2024-2025,1.0,True
2024-12-20 00:30:00+00:00,2024-12-19 19:30:00-05:00,2024-12-19,Philadelphia Flyers,Los Angeles Kings,3,7,3 - 7,2024-2025,1.0,True
2024-12-20 01:00:00+00:00,2024-12-19 20:00:00-05:00,2024-12-19,Nashville Predators,Pittsburgh Penguins,4,5,4 - 5,2024-2025,1.0,True
2024-12-20 01:30:00+00:00,2024-12-19 20:30:00-05:00,2024-12-19,Chicago Blackhawks,Seattle Kraken,3,1,3 - 1,2024-2025,1.0,True
2024-12-20 02:00:00+00:00,2024-12-19 21:00:00-05:00,2024-12-19,Calgary Flames,Ottawa Senators,2,3,2 - 3,2024-2025,1.0,True
2024-12-20 02:00:00+00:00,2024-12-19 21:00:00-05:00,2024-12-19,Edmonton Oilers,Boston Bruins,3,2,3 - 2,2024-2025,1.0,True
2024-12-20 03:00:00+00:00,2024-12-19 22:00:00-05:00,2024-12-19,Vegas Golden Knights,Vancouver Canucks,3,1,3 - 1,2024-2025,1.0,True
2024-12-20 03:30:00+00:00,2024-12-19 22:30:00-05:00,2024-12-19,San Jose Sharks,Colorado Avalanche,2,4,2 - 4,2024-2025,1.0,True
2024-12-21 00:00:00+00:00,2024-12-20 19:00:00-05:00,2024-12-20,Washington Capitals,Carolina Hurricanes,3,1,3 - 1,2024-2025,1.0,True
2024-12-21 00:00:00+00:00,2024-12-20 19:00:00-05:00,2024-12-20,Florida Panthers,St. Louis Blues,2,1,2 - 1,2024-2025,1.0,True
2024-12-21 00:00:00+00:00,2024-12-20 19:00:00-05:00,2024-12-20,Buffalo Sabres,Toronto Maple Leafs,3,6,3 - 6,2024-2025,1.0,True
2024-12-21 00:00:00+00:00,2024-12-20 19:00:00-05:00,2024-12-20,Detroit Red Wings,Montréal Canadiens,3,4,3 - 4,2024-2025,1.0,True
2024-12-21 01:00:00+00:00,2024-12-20 20:00:00-05:00,2024-12-20,Dallas Stars,New York Rangers,1,3,1 - 3,2024-2025,1.0,True
2024-12-21 01:00:00+00:00,2024-12-20 20:00:00-05:00,2024-12-20,Minnesota Wild,Utah Hockey Club,1,2,1 - 2,2024-2025,1.0,True
