Date_UTC,Date_Local,LocalDate,Home Team,Away Team,Home Score,Away Score,Result,Season,weight,Played,Home Team Rank,Away Team Rank,Date,Home Win,Home Last 10 Wins,Away Last 10 Wins,Home Played Yesterday,Away Played Yesterday,Home Win Rate,Away Win Rate,Home Team Overall Win Streak Before Game,Away Team Overall Win Streak Before Game,Home Opponent Strength,Away Opponent Strength,Home Rest Days Since Last Game,Away Rest Days Since Last Game
2024-10-19 20:00:00+00:00,2024-10-19 16:00:00-04:00,2024-10-19,Dallas Stars,Edmonton Oilers,4,1,4 - 1,2024-2025,1.0,True,11.0,13.0,2024-10-19 16:00:00,True,4,2,False,False,1.0,1.0,0,2,24.4,20.8,1.0,1.0
2024-10-19 22:00:00+00:00,2024-10-19 18:00:00-04:00,2024-10-19,Florida Panthers,Vegas Golden Knights,4,3,4 - 3,2024-2025,1.0,True,27.0,9.0,2024-10-19 18:00:00,True,3,3,False,False,0.5,0.0,0,0,20.666666666666668,18.2,1.0,1.0
2024-10-19 23:00:00+00:00,2024-10-19 19:00:00-04:00,2024-10-19,Toronto Maple Leafs,New York Rangers,1,4,1 - 4,2024-2025,1.0,True,26.0,22.0,2024-10-19 19:00:00,False,3,3,False,False,1.0,1.0,3,2,7.0,4.0,2.0,1.0
2024-10-19 23:00:00+00:00,2024-10-19 19:00:00-04:00,2024-10-19,New Jersey Devils,Washington Capitals,5,6,5 - 6,2024-2025,1.0,True,7.0,21.0,2024-10-19 19:00:00,False,5,2,False,False,0.6666666666666666,0.0,1,2,21.166666666666668,9.0,2.0,2.0
2024-10-19 23:00:00+00:00,2024-10-19 19:00:00-04:00,2024-10-19,Columbus Blue Jackets,Minnesota Wild,1,3,1 - 3,2024-2025,1.0,True,24.0,30.0,2024-10-19 19:00:00,False,2,2,False,False,0.5,0.5,1,1,22.0,19.0,2.0,3.0
2024-10-19 23:00:00+00:00,2024-10-19 19:00:00-04:00,2024-10-19,St. Louis Blues,Carolina Hurricanes,4,3,4 - 3,2024-2025,1.0,True,32.0,10.0,2024-10-19 19:00:00,True,3,2,False,True,0.5,1.0,1,2,22.2,9.0,1.0,1.0
2024-10-19 23:00:00+00:00,2024-10-19 19:00:00-04:00,2024-10-19,Philadelphia Flyers,Vancouver Canucks,0,3,0 - 3,2024-2025,1.0,True,15.0,20.0,2024-10-19 19:00:00,False,1,1,False,False,0.0,0.5,0,1,20.5,23.25,1.0,2.0
2024-10-20 00:00:00+00:00,2024-10-19 20:00:00-04:00,2024-10-19,Chicago Blackhawks,Buffalo Sabres,2,4,2 - 4,2024-2025,1.0,True,23.0,28.0,2024-10-19 20:00:00,False,2,1,False,False,1.0,0.0,1,0,20.25,13.166666666666666,1.0,2.0
2024-10-20 02:00:00+00:00,2024-10-19 22:00:00-04:00,2024-10-19,Seattle Kraken,Calgary Flames,2,1,2 - 1,2024-2025,1.0,True,16.0,33.0,2024-10-19 22:00:00,True,3,4,False,False,0.5,1.0,2,4,23.4,17.75,2.0,4.0
2024-10-20 19:00:00+00:00,2024-10-20 15:00:00-04:00,2024-10-20,Winnipeg Jets,Pittsburgh Penguins,6,3,6 - 3,2024-2025,1.0,True,4.0,2.0,2024-10-20 15:00:00,True,4,3,False,False,1.0,0.6666666666666666,4,0,24.25,18.2,1.0,1.0
2024-10-21 00:00:00+00:00,2024-10-20 20:00:00-04:00,2024-10-20,San Jose Sharks,Colorado Avalanche,1,4,1 - 4,2024-2025,1.0,True,31.0,3.0,2024-10-20 20:00:00,False,0,1,False,False,0.0,0.0,0,1,17.4,18.8,2.0,1.0
2024-10-21 00:00:00+00:00,2024-10-20 20:00:00-04:00,2024-10-20,Anaheim Ducks,Los Angeles Kings,1,4,1 - 4,2024-2025,1.0,True,17.0,12.0,2024-10-20 20:00:00,False,2,2,False,False,1.0,0.4,0,1,14.333333333333334,21.75,1.0,3.0
2024-10-21 23:30:00+00:00,2024-10-21 19:30:00-04:00,2024-10-21,Toronto Maple Leafs,Tampa Bay Lightning,5,2,5 - 2,2024-2025,1.0,True,26.0,18.0,2024-10-21 19:30:00,True,3,3,False,False,0.6666666666666666,0.5,0,0,10.75,13.25,2.0,2.0
2024-10-22 22:00:00+00:00,2024-10-22 18:00:00-04:00,2024-10-22,Philadelphia Flyers,Washington Capitals,1,4,1 - 4,2024-2025,1.0,True,15.0,21.0,2024-10-22 18:00:00,False,1,3,False,False,0.0,1.0,0,3,20.4,8.5,2.0,2.0
2024-10-22 22:30:00+00:00,2024-10-22 18:30:00-04:00,2024-10-22,Florida Panthers,Minnesota Wild,1,5,1 - 5,2024-2025,1.0,True,27.0,30.0,2024-10-22 18:30:00,False,4,3,False,False,0.6666666666666666,0.6666666666666666,1,2,19.0,20.0,3.0,2.0
2024-10-22 22:45:00+00:00,2024-10-22 18:45:00-04:00,2024-10-22,New Jersey Devils,Tampa Bay Lightning,5,8,5 - 8,2024-2025,1.0,True,7.0,18.0,2024-10-22 18:45:00,False,5,3,False,False,0.5,0.3333333333333333,0,0,21.142857142857142,15.8,2.0,0.0
2024-10-22 23:00:00+00:00,2024-10-22 19:00:00-04:00,2024-10-22,Buffalo Sabres,Dallas Stars,4,2,4 - 2,2024-2025,1.0,True,28.0,11.0,2024-10-22 19:00:00,True,2,5,False,False,0.3333333333333333,0.5,1,1,14.571428571428571,22.5,2.0,3.0
2024-10-22 23:30:00+00:00,2024-10-22 19:30:00-04:00,2024-10-22,Columbus Blue Jackets,Toronto Maple Leafs,6,2,6 - 2,2024-2025,1.0,True,24.0,26.0,2024-10-22 19:30:00,True,2,4,False,True,0.3333333333333333,0.5,0,1,23.6,12.2,3.0,1.0
2024-10-22 23:45:00+00:00,2024-10-22 19:45:00-04:00,2024-10-22,New York Islanders,Detroit Red Wings,0,1,0 - 1,2024-2025,1.0,True,25.0,5.0,2024-10-22 19:45:00,False,2,2,False,False,0.5,0.5,1,1,15.333333333333334,20.8,3.0,3.0
